Author,Species,Plant_taxonomy,Plant_type,Longitude,Latitude,Elevation,Measurement_year,Vcmax_reported,Jmax_reported ,Vcmax_25C,Jmax_25C,Leaf_N ,Leaf_P,SLA,Needle_age,Treatment_CO2,Treatment_N,Treatment_P,Treatment_light,Treatment_other,Treatment_other_levels,Measurement_temperature,Photosynthetic_reference,Kinetic_reference,Km,Kc,Ko,Tau,Gamma_star,Wj_reference,J_reference,J_flag,Irradiance,Alpha,Theta,O2_reported,Notes
Wohlfahrt et al 1999,Plantago media,A,F,11.01,46.01,1540,1993/1996,45.42,181.68,56.89,131.02,1.28,0,0.016,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,20,Leuning 1997,Farquhar et al 1980; Jordan and Ogren 1984,0,0,0,0,0,standard,Harley et al 1992,no,1200,0,0,0,
Wohlfahrt et al 1999,Achillea millefolium,A,F,11.01,46.01,1770,1993/1996,60.50,118.36,88.34,141.25,1.90,0,0.016,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,20,Leuning 1997,Farquhar et al 1980; Jordan and Ogren 1984,0,0,0,0,0,standard,Harley et al 1992,no,1200,0,0,0,
Wohlfahrt et al 1999,Ranunculus acris,A,F,11.01,46.01,1770,1993/1996,78.80,180.36,78.88,205.30,2.04,0,0.016,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,20,Leuning 1997,Farquhar et al 1980; Jordan and Ogren 1984,0,0,0,0,0,standard,Harley et al 1992,no,1200,0,0,0,
Katahata et al 2007,Daphniphyllum humile,G,E,138.40,36.51,900,2003,38.31,87.68,46.32,66.99,1.84,0,0.016,<1,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,22,not applicable,Farquhar et al 1980,0,0,0,0,0,standard,Farquhar et al 1980,no,1000,0,0,0,
Bauer et al 2001,Betula alleghaniensis,A,D,-71.03,42.21,40,1997,58.30,87.40,56.42,68.50,0.85,0,0.016,not applicable,amb,low,not applicable,not applicable,not applicable,not applicable,28.5,not applicable,Harley et al 1992,0,0,0,0,0,standard,Harley et al 1992,no,1500,0,0,0,study temperature reported as a range of 27 to 30 (not individually reported)
Kubiske et al  2002,Acer saccharum,A,D,-84.04,45.33,215,1999,15.60,56.30,54.73,96.35,1.30,0,0.017,not applicable,amb,low,not applicable,sun,not applicable,not applicable,14.5,not applicable,Harley et al 1992,0,0,0,0,0,standard,Harley et al 1992,no,1300,0,0,0,
Kubiske et al  2002,Populus tremuloides,A,D,-84.04,45.33,215,1999,16.40,65.40,57.54,111.67,1.50,0,0.017,not applicable,amb,low,not applicable,shade,not applicable,not applicable,14.5,not applicable,Harley et al 1992,0,0,0,0,0,standard,Harley et al 1992,no,1300,0,0,0,
Kubiske et al  2002,Acer saccharum,A,D,-84.04,45.33,215,1999,16.80,60.90,58.94,104.11,1.40,0,0.017,not applicable,amb,high,not applicable,sun,not applicable,not applicable,14.5,not applicable,Harley et al 1992,0,0,0,0,0,standard,Harley et al 1992,no,1300,0,0,0,
Merilo et al 2006,Picea abies (clone 83),G,E,26.55,58.42,65,2000,39.98,0,83.58,0,1.50,0,0.017,not applicable,not applicable,unfertilised,unfertilised,shade,not applicable,not applicable,15,not applicable,not applicable,0,41.03,28.21,0,4.33,standard,Von Caemmerer and Farquhar 1981,no,1500,0,0,0,
Kubiske et al  2002,Acer saccharum,A,D,-84.04,45.33,215,1998,18.00,49.30,44.95,68.57,1.10,0,0.017,not applicable,amb,low,not applicable,sun,not applicable,not applicable,18,not applicable,Harley et al 1992,0,0,0,0,0,standard,Harley et al 1992,no,1300,0,0,0,
Kubiske et al  2002,Acer saccharum,A,D,-84.04,45.33,215,1998,19.50,47.60,48.70,66.22,1.40,0,0.017,not applicable,ele,high,not applicable,shade,not applicable,not applicable,18,not applicable,Harley et al 1992,0,0,0,0,0,standard,Harley et al 1992,no,1300,0,0,0,
Kubiske et al  2002,Acer saccharum,A,D,-84.04,45.33,215,1998,19.70,47.10,49.20,65.53,1.40,0,0.017,not applicable,amb,high,not applicable,shade,not applicable,not applicable,18,not applicable,Harley et al 1992,0,0,0,0,0,standard,Harley et al 1992,no,1300,0,0,0,
Kubiske et al  2002,Populus tremuloides,A,D,-84.04,45.33,215,1998,38.30,82.90,95.65,114.60,1.70,0,0.017,not applicable,ele,high,not applicable,shade,not applicable,not applicable,18,not applicable,Harley et al 1992,0,0,0,0,0,standard,Harley et al 1992,no,1300,0,0,0,
Bown et al 2007,Pinus radiata (Clone B),G,E,176.13,-38.26,600,2005,17.25,26.39,30.14,30.85,0.72,0.03,0.017,<1,not applicable,high,low,not applicable,not applicable,not applicable,20,not applicable,not applicable,0,30.60,25.94,0,3.51,standard,Von Caemmerer and Farquhar 1981,no,1500,0,0,0,
Wohlfahrt et al 1999,Trifolium montanum,A,F,11.01,46.01,1540,1993/1996,50.65,107.44,39.21,116.01,2.27,0,0.017,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,20,Leuning 1997,Farquhar et al 1980; Jordan and Ogren 1984,0,0,0,0,0,standard,Harley et al 1992,no,1200,0,0,0,
Rodriguez Calcerrada et al 2008,Quercus petraea,A,D,-3.30,41.07,50,2005,86.30,158.00,68.66,139.00,1.32,0,0.017,not applicable,not applicable,not applicable,not applicable,high,not applicable,not applicable,25,Dreyer et al 2001,Bauer et al 2001; Harley et al 1992,0,0,0,0,0,standard,Harley et al 1992,no,1000,0.24,0,20.00,temperature reported as 25.8
Warren 2004,Eucalyptus globulus,A,E,143.53,-37.03,450,not reported,39.00,100.00,33.34,95.94,0.70,0,0.017,not applicable,not applicable,0.5,not applicable,not applicable,not applicable,not applicable,25,not applicable,not applicable,74.57,0,0,2710.00,3.74,standard,Harley et al 1992,no,2000,0.24,0,0,temperature reported as 25(+/-1)
Bauer et al 2001,Quercus rubra ,A,D,-71.03,42.21,40,1997,48.82,82.76,47.24,64.87,0.81,0,0.017,not applicable,amb,low,not applicable,not applicable,not applicable,not applicable,28.5,not applicable,Harley et al 1992,0,0,0,0,0,standard,Harley et al 1992,no,1500,0,0,0,study temperature reported as a range of 27 to 30 (not individually reported)
Kubiske et al  2002,Populus tremuloides,A,D,-84.04,45.33,215,1999,16.40,57.20,57.54,97.87,1.80,0,0.018,not applicable,ele,high,not applicable,shade,not applicable,not applicable,14.5,not applicable,Harley et al 1992,0,0,0,0,0,standard,Harley et al 1992,no,1300,0,0,0,
Wohlfahrt et al 1999,Vaccinium myrtillus,A,D,11.01,46.01,1540,1993/1996,12.96,21.96,19.55,29.66,1.29,0,0.018,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,20,Leuning 1997,Farquhar et al 1980; Jordan and Ogren 1984,0,0,0,0,0,standard,Harley et al 1992,no,1200,0,0,0,
Wohlfahrt et al 1999,Trifolium alpinum,A,F,11.01,46.01,1770,1993/1996,24.83,53.92,33.43,65.30,1.73,0,0.018,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,20,Leuning 1997,Farquhar et al 1980; Jordan and Ogren 1984,0,0,0,0,0,standard,Harley et al 1992,no,1200,0,0,0,
Wohlfahrt et al 1999,Polygonum viviparum,A,F,11.01,46.01,1540,1993/1996,35.36,93.44,37.66,93.44,1.93,0,0.018,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,20,Leuning 1997,Farquhar et al 1980; Jordan and Ogren 1984,0,0,0,0,0,standard,Harley et al 1992,no,1200,0,0,0,
Katahata et al 2007,Daphniphyllum humile,G,E,138.40,36.51,900,2003,28.62,74.45,34.61,57.99,1.52,0,0.018,<1,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,22,not applicable,Farquhar et al 1980,0,0,0,0,0,standard,Farquhar et al 1980,no,1000,0,0,0,
Aranda et al 2005,Quercus suber ,A,E,-3.43,39.23,650,not reported,27.00,68.73,39.37,69.61,1.35,0,0.018,not applicable,not applicable,not applicable,not applicable,low,water,sufficient,23.4,not applicable,Harley et al 1992,0,0,0,0,0,standard,Harley et al 1992,no,1500,0,0,0,
Bruck & Guo 2006,Phaseolus vulgaris,A,A,10.08,54.19,40,1999,90.00,137.00,77.87,182.90,3.28,0,0.018,not applicable,not applicable,ammonium,not applicable,not applicable,not applicable,not applicable,25.5,not applicable,Von Caemmerer 2000,0,0,0,0,0,standard,Br™ck & Guo 2006,no,500,0.36,0.80,0,
Rodriguez Calcerrada et al 2008,Quercus petraea,A,D,-3.30,41.07,50,2005,70.50,149.00,56.09,131.41,1.31,0,0.018,not applicable,not applicable,not applicable,not applicable,high (pre-flush),not applicable,not applicable,25,Dreyer et al 2001,Bauer et al 2001; Harley et al 1992,0,0,0,0,0,standard,Harley et al 1992,no,1000,0.24,0,20.00,temperature reported as 25.8
Warren 2004,Eucalyptus globulus,A,E,143.53,-37.03,450,not reported,46.00,130.00,39.32,124.59,0.80,0,0.018,not applicable,not applicable,1,not applicable,not applicable,not applicable,not applicable,25,not applicable,not applicable,74.57,0,0,2710.00,3.74,standard,Harley et al 1992,no,2000,0.24,0,0,temperature reported as 25(+/-1)
Warren 2004,Eucalyptus globulus,A,E,143.53,-37.03,450,not reported,57.00,142.00,48.72,136.01,0.90,0,0.018,not applicable,not applicable,2,not applicable,not applicable,not applicable,not applicable,25,not applicable,not applicable,74.57,0,0,2710.00,3.74,standard,Harley et al 1992,no,2000,0.24,0,0,temperature reported as 25(+/-1)
Kubiske et al  2002,Acer saccharum,A,D,-84.04,45.33,215,1999,13.50,41.00,47.36,70.39,1.10,0,0.019,not applicable,amb,high,not applicable,shade,not applicable,not applicable,14.5,not applicable,Harley et al 1992,0,0,0,0,0,standard,Harley et al 1992,no,1300,0,0,0,
Kubiske et al  2002,Acer saccharum,A,D,-84.04,45.33,215,1999,17.40,58.00,61.05,99.22,1.20,0,0.019,not applicable,amb,low,not applicable,shade,not applicable,not applicable,14.5,not applicable,Harley et al 1992,0,0,0,0,0,standard,Harley et al 1992,no,1300,0,0,0,
Kubiske et al  2002,Populus tremuloides,A,D,-84.04,45.33,215,1999,26.20,74.20,91.92,126.37,1.60,0,0.019,not applicable,amb,high,not applicable,shade,not applicable,not applicable,14.5,not applicable,Harley et al 1992,0,0,0,0,0,standard,Harley et al 1992,no,1300,0,0,0,
Wohlfahrt et al 1999,Alchemilla vulgaris,A,F,11.01,46.01,1900,1997,46.21,91.72,51.42,115.91,1.27,0,0.019,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,20,Leuning 1997,Farquhar et al 1980; Jordan and Ogren 1984,0,0,0,0,0,standard,Harley et al 1992,no,1200,0,0,0,
Wohlfahrt et al 1999,Nardus stricta,A,G,11.01,46.01,1770,1993/1996,12.08,22.76,13.89,26.10,0.88,0,0.019,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,20,Leuning 1997,Farquhar et al 1980; Jordan and Ogren 1984,0,0,0,0,0,standard,Harley et al 1992,no,1200,0,0,0,
Wohlfahrt et al 1999,Rhinanthus alectorolophus,A,F,11.01,46.01,1540,1993/1996,52.26,106.20,80.57,241.87,1.54,0,0.019,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,20,Leuning 1997,Farquhar et al 1980; Jordan and Ogren 1984,0,0,0,0,0,standard,Harley et al 1992,no,1200,0,0,0,
Katahata et al 2007,Daphniphyllum humile,G,E,138.40,36.51,900,2003,19.83,49.40,23.98,40.11,1.53,0,0.019,1,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,22,not applicable,Farquhar et al 1980,0,0,0,0,0,standard,Farquhar et al 1980,no,1000,0,0,0,
Bruck & Guo 2006,Phaseolus vulgaris,A,A,10.08,54.19,40,not reported,52.00,103.00,44.99,111.15,1.92,0,0.019,not applicable,not applicable,ammonium,not applicable,not applicable,not applicable,not applicable,25.5,not applicable,Von Caemmerer 2000,0,0,0,0,0,standard,Br™ck & Guo 2006,no,500,0.36,0.80,0,
Warren 2004,Eucalyptus globulus,A,E,143.53,-37.03,450,not reported,74.00,183.00,63.26,174.90,1.10,0,0.019,not applicable,not applicable,4,not applicable,not applicable,not applicable,not applicable,25,not applicable,not applicable,74.57,0,0,2710.00,3.74,standard,Harley et al 1992,no,2000,0.24,0,0,temperature reported as 25(+/-1)
Merilo et al 2006,Picea abies (clone 21),A,E,26.55,58.42,65,2000,23.89,0,49.94,0,1.38,0,0.020,not applicable,not applicable,fertilised,fertilised,shade,not applicable,not applicable,15,not applicable,not applicable,0,41.03,28.21,0,4.33,standard,Von Caemmerer and Farquhar 1981,no,1500,0,0,0,
Wohlfahrt et al 1999,Geranium sylvaticum,A,F,11.01,46.01,1900,1997,52.36,112.80,52.83,127.39,1.36,0,0.020,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,20,Leuning 1997,Farquhar et al 1980; Jordan and Ogren 1984,0,0,0,0,0,standard,Harley et al 1992,no,1200,0,0,0,
Bown et al 2007,Pinus radiata (Clone B),G,E,176.13,-38.26,600,2005,14.90,24.90,26.03,29.17,0.40,0.09,0.020,<1,not applicable,low,high,not applicable,not applicable,not applicable,20,not applicable,not applicable,0,30.60,25.94,0,3.51,standard,Von Caemmerer and Farquhar 1981,no,1500,0,0,0,
Bown et al 2007,Pinus radiata (Clone B),G,E,176.13,-38.26,600,2005,21.33,33.22,37.26,38.47,0.55,0.06,0.020,<1,not applicable,high,high,not applicable,not applicable,not applicable,20,not applicable,not applicable,0,30.60,25.94,0,3.51,standard,Von Caemmerer and Farquhar 1981,no,1500,0,0,0,
Wohlfahrt et al 1999,Alchemilla vulgaris,A,F,11.01,46.01,1770,1993/1996,56.69,112.24,69.34,146.75,1.62,0,0.020,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,20,Leuning 1997,Farquhar et al 1980; Jordan and Ogren 1984,0,0,0,0,0,standard,Harley et al 1992,no,1200,0,0,0,
Grassi et al 2002,Eucalyptus grandis,A,E,149.07,-35.18,600,not reported,49.30,80.90,68.66,94.26,0.78,0,0.020,not applicable,not applicable,5,not applicable,not applicable,not applicable,not applicable,20.45,not applicable,Brooks and Farquhar 1985 ,0,30.60,25.90,0,32.00,standard,Farquhar and Wong 1984,no,1300,0.24,0.96,0,"The authors calculated Vcmax and Jmax only considering the temperature sensitivity of gamma star (CO2 compensation point in the absence of dark respiration), and not the sensitivity of Ko and Kc as well"
Katahata et al 2007,Daphniphyllum humile,G,E,138.40,36.51,900,2003,24.91,59.24,30.12,47.28,1.30,0,0.020,<1,not applicable,not applicable,not applicable,upper,not applicable,not applicable,22,not applicable,Farquhar et al 1980,0,0,0,0,0,standard,Farquhar et al 1980,no,1000,0,0,0,
Rodriguez Calcerrada et al 2008,Quercus pyrenaica,A,D,-3.30,41.07,50,2005,72.90,156.00,58.00,137.32,2.00,0,0.020,not applicable,not applicable,not applicable,not applicable,high (post-flush),not applicable,not applicable,25,Dreyer et al 2001,Bauer et al 2001; Harley et al 1992,0,0,0,0,0,standard,Harley et al 1992,no,1000,0.24,0,20.00,temperature reported as 25.8
Warren 2004,Eucalyptus globulus,A,E,143.53,-37.03,450,not reported,70.00,185.00,59.84,176.79,1.30,0,0.020,not applicable,not applicable,8,not applicable,not applicable,not applicable,not applicable,25,not applicable,not applicable,74.57,0,0,2710.00,3.74,standard,Harley et al 1992,no,2000,0.24,0,0,temperature reported as 25(+/-1)
Merilo et al 2006,Picea abies (clone 83),G,E,26.55,58.42,65,2000,19.99,0,41.79,0,1.54,0,0.021,not applicable,not applicable,fertilised,fertilised,shade,not applicable,not applicable,15,not applicable,not applicable,0,41.03,28.21,0,4.33,standard,Von Caemmerer and Farquhar 1981,no,1500,0,0,0,
Kubiske et al  2002,Populus tremuloides,A,D,-84.04,45.33,215,1998,60.70,173.50,151.60,232.58,1.60,0,0.021,not applicable,amb,high,not applicable,shade,not applicable,not applicable,18,not applicable,Harley et al 1992,0,0,0,0,0,standard,Harley et al 1992,no,1300,0,0,0,
Bown et al 2007,Pinus radiata (Clone B),G,E,176.13,-38.26,600,2005,15.05,24.65,26.29,28.89,0.39,0.04,0.021,<1,not applicable,low,low,not applicable,not applicable,not applicable,20,not applicable,not applicable,0,30.60,25.94,0,3.51,standard,Von Caemmerer and Farquhar 1981,no,1500,0,0,0,
Wohlfahrt et al 1999,Trifolium pratense,A,F,11.01,46.01,1540,1993/1996,47.89,106.68,26.79,87.02,1.73,0,0.022,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,20,Leuning 1997,Farquhar et al 1980; Jordan and Ogren 1984,0,0,0,0,0,standard,Harley et al 1992,no,1200,0,0,0,
Calfapietra et al 2005,Populus x euramericana,A,D,11.48,42.22,150,2003,17.90,52.20,17.34,37.19,0.97,0,0.022,not applicable,ele,unfertilised,not applicable,lower,not applicable,not applicable,25,not applicable,Farquhar et al 1980,0,0,0,0,0,standard,Farquhar et al 1980,no,1200,0,0,0,
Bruck & Guo 2006,Phaseolus vulgaris,A,A,10.08,54.19,40,2000,66.00,138.00,57.11,185.89,2.69,0,0.022,not applicable,not applicable,ammonium,not applicable,not applicable,not applicable,not applicable,25.5,not applicable,Von Caemmerer 2000,0,0,0,0,0,standard,Br™ck & Guo 2006,no,500,0.36,0.80,0,
Wohlfahrt et al 1999,Dactylis glomerata,A,G,11.01,46.01,1540,1993/1996,43.21,108.96,55.15,141.34,1.20,0,0.023,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,20,Leuning 1997,Farquhar et al 1980; Jordan and Ogren 1984,0,0,0,0,0,standard,Harley et al 1992,no,1200,0,0,0,
Bruck & Guo 2006,Phaseolus vulgaris,A,A,10.08,54.19,40,1998,45.00,87.00,38.94,88.38,1.23,0,0.023,not applicable,not applicable,nitrate,not applicable,not applicable,not applicable,not applicable,25.5,not applicable,Von Caemmerer 2000,0,0,0,0,0,standard,Br™ck & Guo 2006,no,500,0.36,0.80,0,
Bruck & Guo 2006,Phaseolus vulgaris,A,A,10.08,54.19,40,1999,70.00,106.00,60.57,115.94,1.96,0,0.023,not applicable,not applicable,nitrate,not applicable,not applicable,not applicable,not applicable,25.5,not applicable,Von Caemmerer 2000,0,0,0,0,0,standard,Br™ck & Guo 2006,no,500,0.36,0.80,0,
Calfapietra et al 2005,Populus x euramericana,A,D,11.48,42.22,150,2003,13.40,46.40,12.98,33.33,0.90,0,0.024,not applicable,amb,unfertilised,not applicable,lower,not applicable,not applicable,25,not applicable,Farquhar et al 1980,0,0,0,0,0,standard,Farquhar et al 1980,no,1200,0,0,0,
Rodriguez Calcerrada et al 2008,Quercus pyrenaica,A,D,-3.30,41.07,50,2005,54.00,87.00,42.96,77.76,1.74,0,0.024,not applicable,not applicable,not applicable,not applicable,low,not applicable,not applicable,25,Dreyer et al 2001,Bauer et al 2001; Harley et al 1992,0,0,0,0,0,standard,Harley et al 1992,no,1000,0.24,0,20.00,temperature reported as 25.8
Rodriguez Calcerrada et al 2008,Quercus petraea,A,D,-3.30,41.07,50,2005,76.90,151.00,61.18,133.10,1.61,0,0.024,not applicable,not applicable,not applicable,not applicable,high (post-flush),not applicable,not applicable,25,Dreyer et al 2001,Bauer et al 2001; Harley et al 1992,0,0,0,0,0,standard,Harley et al 1992,no,1000,0.24,0,20.00,temperature reported as 25.8
Calfapietra et al 2005,Populus x euramericana,A,D,11.48,42.22,150,2003,19.10,50.60,18.50,36.13,0.97,0,0.026,not applicable,amb,fertilised,not applicable,lower,not applicable,not applicable,25,not applicable,Farquhar et al 1980,0,0,0,0,0,standard,Farquhar et al 1980,no,1200,0,0,0,
Bruck & Guo 2006,Phaseolus vulgaris,A,A,10.08,54.19,40,2000,67.00,136.00,57.97,179.98,1.74,0,0.026,not applicable,not applicable,nitrate,not applicable,not applicable,not applicable,not applicable,25.5,not applicable,Von Caemmerer 2000,0,0,0,0,0,standard,Br™ck & Guo 2006,no,500,0.36,0.80,0,
Wohlfahrt et al 1999,Rumex alpestris,A,F,11.01,46.01,1770,1993/1996,45.38,100.32,56.54,154.88,1.62,0,0.027,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,20,Leuning 1997,Farquhar et al 1980; Jordan and Ogren 1984,0,0,0,0,0,standard,Harley et al 1992,no,1200,0,0,0,
Rodriguez Calcerrada et al 2008,Quercus petraea,A,D,-3.30,41.07,50,2005,57.90,106.00,46.07,94.43,1.83,0,0.027,not applicable,not applicable,not applicable,not applicable,low,not applicable,not applicable,25,Dreyer et al 2001,Bauer et al 2001; Harley et al 1992,0,0,0,0,0,standard,Harley et al 1992,no,1000,0.24,0,20.00,temperature reported as 25.8
Grassi et al 2002,Eucalyptus grandis,A,E,149.07,-35.18,600,not reported,64.00,83.50,89.13,97.27,1.13,0,0.028,not applicable,not applicable,4,not applicable,not applicable,not applicable,not applicable,20.45,not applicable,Brooks and Farquhar 1985 ,0,30.60,25.90,0,29.40,standard,Farquhar and Wong 1984,no,1300,0.24,0.96,0,"The authors calculated Vcmax and Jmax only considering the temperature sensitivity of gamma star (CO2 compensation point in the absence of dark respiration), and not the sensitivity of Ko and Kc as well"
Grassi et al 2002,Eucalyptus grandis,A,E,149.07,-35.18,600,not reported,72.40,113.50,100.83,132.36,1.16,0,0.028,not applicable,not applicable,3,not applicable,not applicable,not applicable,not applicable,20.45,not applicable,Brooks and Farquhar 1985 ,0,30.60,25.90,0,33.10,standard,Farquhar and Wong 1984,no,1300,0.24,0.96,0,"The authors calculated Vcmax and Jmax only considering the temperature sensitivity of gamma star (CO2 compensation point in the absence of dark respiration), and not the sensitivity of Ko and Kc as well"
Grassi et al 2002,Eucalyptus grandis,A,E,149.07,-35.18,600,not reported,78.80,114.10,109.74,133.07,1.45,0,0.030,not applicable,not applicable,1,not applicable,not applicable,not applicable,not applicable,20.45,not applicable,Brooks and Farquhar 1985 ,0,30.60,25.90,0,32.50,standard,Farquhar and Wong 1984,no,1300,0.24,0.96,0,"The authors calculated Vcmax and Jmax only considering the temperature sensitivity of gamma star (CO2 compensation point in the absence of dark respiration), and not the sensitivity of Ko and Kc as well"
Calfapietra et al 2005,Populus x euramericana,A,D,11.48,42.22,150,2003,15.30,53.00,14.82,37.72,0.88,0,0.030,not applicable,ele,fertilised,not applicable,lower,not applicable,not applicable,25,not applicable,Farquhar et al 1980,0,0,0,0,0,standard,Farquhar et al 1980,no,1200,0,0,0,
Cernusak et al 2011,Corymbia aparrerinja,A,E,139.50,-22.59,151,2008,140.88,189.81,61.64,130.86,2.06,0.18,0.004,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,31.98,Bernacchi et al 2003,Sharkey et al 2007,0,0,0,0,0,standard,not applicable,yes,2000,0,0,0,
Cernusak et al 2011,Eucalyptus pruinosa,A,E,133.19,-17.07,228,2008,150.41,169.31,74.37,119.19,2.81,0.14,0.004,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,32.02,Bernacchi et al 2003,Sharkey et al 2007,0,0,0,0,0,standard,not applicable,yes,2000,0,0,0,
Cernusak et al 2011,Eucalyptus tetrodonta,A,E,132.22,-15.15,167,2008,167.04,164.75,55.35,102.17,1.86,0.12,0.004,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,32.99,Bernacchi et al 2003,Sharkey et al 2007,0,0,0,0,0,standard,not applicable,yes,2000,0,0,0,
Cernusak et al 2011,Corymbia terminalis,A,E,139.50,-22.59,151,2008,272.29,266.94,76.76,165.10,1.74,0.15,0.004,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,35.75,Bernacchi et al 2003,Sharkey et al 2007,0,0,0,0,0,standard,not applicable,yes,2000,0,0,0,
Cernusak et al 2011,Corymbia latifolia,A,E,131.07,-13.04,75,2008,123.05,153.03,61.35,105.53,1.10,0.08,0.005,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,32.55,Bernacchi et al 2003,Sharkey et al 2007,0,0,0,0,0,standard,not applicable,yes,2000,0,0,0,
Cernusak et al 2011,Corymbia terminalis,A,E,132.22,-15.15,167,2008,197.78,212.30,63.23,132.02,1.44,0.09,0.005,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,33.38,Bernacchi et al 2003,Sharkey et al 2007,0,0,0,0,0,standard,not applicable,yes,2000,0,0,0,
Cernusak et al 2011,Eucalyptus tetrodonta,A,E,131.23,-14.09,73,2008,198.89,208.48,91.01,141.89,1.55,0.10,0.005,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,33.73,Bernacchi et al 2003,Sharkey et al 2007,0,0,0,0,0,standard,not applicable,yes,2000,0,0,0,
Cernusak et al 2011,Corymbia latifolia,A,E,131.23,-14.09,73,2008,165.44,159.83,51.67,98.28,1.18,0.07,0.005,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,34.58,Bernacchi et al 2003,Sharkey et al 2007,0,0,0,0,0,standard,not applicable,yes,2000,0,0,0,
Domingues et al 2010,Terminalia laxiflora,A,D,-3.15,10.94,300,2006,178.61,220.11,69.74,147.58,2.38,0.16,0.005,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,34.99,Bernacchi et al 2003,Von Caemmerer 2000; Jordan and Ogren 1984,0,0,0,0,0,standard,not applicable,yes,2000,0,0,21.00,
Cernusak et al 2011,Eucalyptus coolabah,A,E,133.19,-17.07,228,2008,171.14,126.74,44.04,70.68,2.32,0.13,0.005,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,36.3,Bernacchi et al 2003,Sharkey et al 2007,0,0,0,0,0,standard,not applicable,yes,2000,0,0,0,
Cernusak et al 2011,Eucalyptus tectifica,A,E,131.07,-13.04,75,2008,160.90,192.05,84.45,135.40,1.49,0.10,0.006,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,32.57,Bernacchi et al 2003,Sharkey et al 2007,0,0,0,0,0,standard,not applicable,yes,2000,0,0,0,
Cernusak et al 2011,Eucalyptus tetrodonta,A,E,131.08,-12.29,37,2008,121.85,126.38,64.39,87.07,1.32,0.07,0.006,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,32.7,Bernacchi et al 2003,Sharkey et al 2007,0,0,0,0,0,standard,not applicable,yes,2000,0,0,0,
Domingues et al 2010,Terminalia macroptera,A,D,-3.15,10.94,300,2006,151.19,162.22,59.01,106.48,2.13,0.15,0.006,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,34.99,Bernacchi et al 2003,Von Caemmerer 2000; Jordan and Ogren 1984,0,0,0,0,0,standard,not applicable,yes,2000,0,0,21.00,
Domingues et al 2010,Combretum glutinosum,A,D,-1.50,15.34,280,2006,162.56,162.77,63.57,106.91,2.63,0.18,0.006,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,34.99,Bernacchi et al 2003,Von Caemmerer 2000; Jordan and Ogren 1984,0,0,0,0,0,standard,not applicable,yes,2000,0,0,21.00,
Domingues et al 2010,Terminalia laxiflora,A,D,-3.15,10.94,300,2006,188.25,202.37,73.41,134.65,1.99,0.18,0.006,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,35.01,Bernacchi et al 2003,Von Caemmerer 2000; Jordan and Ogren 1984,0,0,0,0,0,standard,not applicable,yes,2000,0,0,21.00,
Cernusak et al 2011,Eucalyptus miniata,A,E,131.08,-12.29,37,2008,142.77,165.55,77.97,117.34,1.41,0.09,0.007,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,32.19,Bernacchi et al 2003,Sharkey et al 2007,0,0,0,0,0,standard,not applicable,yes,2000,0,0,0,
